Modalidad de Contratacion,Fecha de Publicacion del Proceso,Referencia del Proceso,Número de Proceso,Descripción del Procedimiento,Cuantía,Unidad de Contratación,URLProceso
Contratación directa,27/02/2019,016004919,"Prestar los servicios de apoyo a la gestión al grupo del Sistema Único de Información SUI-, para elaborar, priorizar y radicar en gestión documental las respuestas a las solicitudes que se reciban","Prestar los servicios de apoyo a la gestión al grupo del Sistema Único de Información SUI-, para elaborar, priorizar y radicar en gestión documental las respuestas a las solicitudes que se reciban a través de los diferentes canales que disponga la entidad, para la atención y orientación de la ciudadanía, en los temas relacionados con el SUI, según tiempos de ley y vencimientos de cargue.",13255666,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.759306&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,13/01/2020,53001520,"Prestar servicios profesionales, financieros y económicos, en la Dirección Financiera, específicamente en el Grupo de Contribuciones y Cuentas por Cobrar, para apoyar las actividades de dicho grupo de","Prestar servicios profesionales, financieros y económicos, en la Dirección Financiera, específicamente en el Grupo de Contribuciones y Cuentas por Cobrar, para apoyar las actividades de dicho grupo dentro del Procedimiento de Gestión de Contribuciones.",54519986,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1036721&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/01/2020,80003620,Prestar los servicios profesionales en la Dirección general Territorial apoyando el proceso de actualización jurídica del modelo de gestión de tramites a nivel Nacional para la emisión de actos admini,Prestar los servicios profesionales en la Dirección general Territorial apoyando el proceso de actualización jurídica del modelo de gestión de tramites a nivel Nacional para la emisión de actos administrativos bajo los lineamientos impartidos por la oficina jurídica de la entidad.,90333323,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1067752&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,29/01/2019,16001219,"Prestar los servicios profesionales a la Oficina de Informática en las actividades de seguimiento, control y reportes de información relacionados con la gestión de la Infraestructura Tecnológica","Prestar los servicios profesionales a la Oficina de Informática en las actividades de seguimiento, control y reportes de información relacionados con la gestión de la Infraestructura Tecnológica de la Superservicios en los componentes de networking y de seguridad y privacidad de la Información, bajo los lineamientos definidos en el proceso de Gestión de Tecnologías de la Información y enmarcados en el Proyecto de Inversión Fortalecimiento de los Servicios de TIC en la Superservicios.",49373326,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.698226&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,18/01/2021,020000221,Prestar los servicios profesionales en la Dirección de Investigaciones para Energía y Gas Combustible con el fin de analizar y adelantar las actuaciones administrativas e investigaciones encaminadas a,"Prestar los servicios profesionales en la Dirección de Investigaciones para
Energía y Gas Combustible con el fin de analizar y adelantar las actuaciones administrativas
e investigaciones encaminadas a identificar la posible vulneración del régimen legal y
regulatorio aplicable a las empresas que prestan servicios públicos domiciliarios de energía
y gas.",54600000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1667286&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,13/01/2020,13001420,"Prestar servicios profesionales para ejercer la representación judicial de la SSPD, en relación con los procesos prejurídicos y jurídicos en los que la SSPD actúe como accionante o como accionada y qu","Prestar servicios profesionales para ejercer la representación judicial de la SSPD, en relación con los procesos prejurídicos y jurídicos en los que la SSPD actúe como accionante o como accionada y que le sean asignados por parte del Coordinador del Grupo de Defensa Judicial.",62699986,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1036537&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,19/01/2021,82006421,Prestar servicios profesionales jurídicos para analizar y sustanciar con calidad y oportunidad legal Peticiones Quejas y Reclamos  PQRS que le sean asignadas a través del sistema que la entidad dispo,"Prestar servicios profesionales jurídicos para analizar y sustanciar con calidad y oportunidad legal Peticiones Quejas y Reclamos  PQRS que le sean asignadas a través del sistema que la entidad disponga para ello, así mismo atender la atención y orientación a usuarios de manera personalizada y/o telefónica en sede de la Dirección Territorial.",30870000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1670778&isFromPublicArea=True&isModal=true&asPopupView=true
Selección Abreviada de Menor Cuantía,28/02/2019,SSPD-SA-01-2019,"Realizar monitoreo permanente a la divulgación, en medios de comunicación masiva del país y redes sociales, de la información relacionada con la Superintendencia de Servicios Públicos Domiciliarios","Realizar monitoreo permanente a la divulgación, en medios de comunicación masiva del país y redes sociales, de la información relacionada con la Superintendencia de Servicios Públicos Domiciliarios; la prestación de los servicios bajo su vigilancia; y las demás noticias, artículos, editoriales, opiniones e informaciones relacionadas con el sector supervisado",63525000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.762258&isFromPublicArea=True&isModal=true&asPopupView=true
Mínima cuantía,14/02/2019,SSPD MC 003 DE 2019,"Adquirir certificados digitales (TOKEN), para los usuarios de la Superintendencia de Servicios Públicos debidamente inscritos en el Ministerio de Hacienda y Crédito Público para ejecutar la funcionali","Adquirir certificados digitales (TOKEN), para los usuarios de la Superintendencia de Servicios Públicos debidamente inscritos en el Ministerio de Hacienda y Crédito Público para ejecutar la funcionalidad del aplicativo SIIF Nación II. Esto, es registrar los gastos, la ejecución presupuestal, los pagos y demás actividades relacionadas con el apoyo que se debe brindar a las demás áreas de la SSPD.",14508550,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.733847&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,08/02/2021,83001821,"Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio, mediante la promoción de la participación y orientación a la ciudadanía en las tareas de vigilancia y control de","Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio, mediante la promoción de la participación y orientación a la ciudadanía en las tareas de vigilancia y control de los servicios públicos domiciliarios a través de los canales que para ello disponga la entidad",26249985,DIRECCION TERRITORIAL OCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1743250&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,15/01/2020,16000320,"Prestar sus servicios profesionales a la Oficina de Informática para apoyar las actividades relacionadas con el proceso de Gestión de Tecnologías de la Información para su formulación, definición, act","Prestar sus servicios profesionales a la Oficina de Informática para apoyar las actividades relacionadas con el proceso de Gestión de Tecnologías de la Información para su formulación, definición, actualización y seguimiento; lo anterior alineado a la Política de Gobierno Digital y el Modelo Integrado de Planeación y Gestión  MIPG",89333310,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1041418&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,15/01/2021,013002721,"Prestar de manera independiente y con sus propios recursos, sus servicios técnicos para el apoyo a la gestión relacionada con el Sistema de Información Documental -Orfeo o los aplicativos o bases de d","Prestar de manera independiente y con sus propios recursos, sus servicios técnicos para el apoyo a la gestión relacionada con el Sistema de Información Documental -Orfeo o los aplicativos o bases de datos que administre el Grupo de Defensa Jurídica.",9046648,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1660169&isFromPublicArea=True&isModal=true&asPopupView=true
Licitación pública,24/01/2018,SSPD-LP-01-2018,"CONTRATAR LOS SEGUROS QUE AMPAREN LOS ACTIVOS E INTERESES PATRIMONIALES ACTUALES Y FUTUROS, ASÍ COMO LOS BIENES DE PROPIEDAD DE LA SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS","CONTRATAR LOS SEGUROS QUE AMPAREN LOS ACTIVOS E INTERESES PATRIMONIALES ACTUALES Y FUTUROS, ASÍ COMO LOS BIENES DE PROPIEDAD DE LA SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS QUE ESTÉN BAJO SU RESPONSABILIDAD Y CUSTODIA Y AQUELLOS QUE SEAN ADQUIRIDOS PARA DESARROLLAR LAS FUNCIONES INHERENTES A SU ACTIVIDAD Y CUALQUIER OTRA PÓLIZA DE SEGUROS QUE REQUIERA LA ENTIDAD EN EL DESARROLLO DE SU ACTIVIDAD",802618500,SECRETARIA GENERAL,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.322592&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,11/01/2019,052002619,"Prestar servicios de Apoyo a la Gestión al Grupo de Servicios Generales, en la ejecución de actividades operativas y logísticas de mantenimiento y manejo de los bienes muebles e inmuebles de la Superi","Prestar servicios de Apoyo a la Gestión al Grupo de Servicios Generales, en la ejecución de actividades operativas y logísticas de mantenimiento y manejo de los bienes muebles e inmuebles de la Superintendencia de Servicios Públicos Domiciliarios.",27840000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.655016&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/01/2020,20007220,Prestar los servicios profesionales en la Dirección Técnica de Gestión de Gas analizando y presentados informes sobre el cumplimiento regulatorio de los indicadores de calidad asociados,Prestar los servicios profesionales en la Dirección Técnica de Gestión de Gas analizando y presentados informes sobre el cumplimiento regulatorio de los indicadores de calidad asociados a la prestación del servicio con el fin   de identificar aspectos que puedan afectar una adecuada prestación de este servicio,102256261,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1067002&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,01/03/2019,40006719,"Prestar sus servicios profesionales a la Dirección Técnica de Gestión de Acueducto y Alcantarillado en las actividades derivadas de los procesos de inspección, vigilancia y control, especialmente en l","Prestar sus servicios profesionales a la Dirección Técnica de Gestión de Acueducto y Alcantarillado en las actividades derivadas de los procesos de inspección, vigilancia y control, especialmente en lo relacionado con la atención de trámites de RUPS, reversiones y SUI.",30916650,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.762945&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/01/2020,40007120,"Prestar servicios de apoyo a la gestión a la Dirección Técnica de Gestión de Acueducto y Alcantarillado, en las actividades derivadas de los procesos de inspección, vigilancia y control de los prestad","Prestar servicios de apoyo a la gestión a la Dirección Técnica de Gestión de Acueducto y Alcantarillado, en las actividades derivadas de los procesos de inspección, vigilancia y control de los prestadores de los servicios públicos de Acueducto y Alcantarillado",21000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1043702&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,29/01/2020,40012120,"Prestar sus servicios profesionales desde el componente técnico, para analizar la información derivada de las visitas de campo y apoyar la estructuración del esquema de vigilancia diferencial para pre","Prestar sus servicios profesionales desde el componente técnico, para analizar la información derivada de las visitas de campo y apoyar la estructuración del esquema de vigilancia diferencial para prestadores en áreas rurales",60133324,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1072355&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,26/02/2020,82008920,DTN 090 DE 2020,"Prestar Servicios profesionales en la organización, desarrollo, y seguimiento de las actividades de acercamiento a las regiones, para la implementación de los procesos de empoderamiento ciudadano en el territorio en materia de participación ciudadana y control social de los servicios públicos, dentro de la jurisdicción de la Dirección Territorial Norte",36999990,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1134227&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,02/11/2018,016012818,Prestar los servicios de apoyo a la gestión para el soporte a usuarios de la infraestructura tecnológica,Prestar los servicios de apoyo a la gestión para el soporte a usuarios de la infraestructura tecnológica de la entidad con las actividades de atención en sitio y requerimientos alineados al subproceso de Gestión y Operación de la Infraestructura Tecnológica del Sistema de Gestión de Calidad de la Superservicios.,3684999,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.583529&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,21/09/2018,013006218,Servicios Profesionales a la Oficina Asesora Jurídica,"Prestación de servicios profesionales a la Oficina Asesora Jurídica de la Superservicios, para el desarrollo de actividades propias de la gestión y recuperación de cartera de la entidad, la validación de la misma y demás actividades asignadas.",8230400,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.541704&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/02/2020,40017320,"Prestar sus servicios profesionales para apoyar la gestión desde el componente tecnico al proyecto de inversión Desarrollo de un esquema para la vigilancia, inspección y control a los prestadores de","Prestar sus servicios profesionales para apoyar la gestión desde el componente tecnico al proyecto de inversión Desarrollo de un esquema para la vigilancia, inspección y control a los prestadores de acueducto, alcantarillado y aseo de áreas rurales en lo relacionado con la identificación, formalización y formulación de un esquema de vigilancia diferencial para prestadores en áreas rurales",70549997,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1129274&isFromPublicArea=True&isModal=true&asPopupView=true
Selección abreviada subasta inversa,15/10/2019,SSPD SA 15 DE 2019,Adquisición de sillas ergonómicas de oficina de acuerdo con las características técnicas requeridas por la entidad para la Superintendencia de Servicios Públicos Domiciliarios,Adquisición de sillas ergonómicas de oficina de acuerdo con las características técnicas requeridas por la entidad para la Superintendencia de Servicios Públicos Domiciliarios,139666752,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.956234&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,09/01/2019,042001119,"Prestar los servicios profesionales al Grupo de Contratos y Adquisiciones en los procesos de selección de mínima cuantía, contratación directa, y demás actuaciones contractuales.","Prestar los servicios profesionales al Grupo de Contratos y Adquisiciones en los procesos de selección de mínima cuantía, contratación directa, y demás actuaciones contractuales.",29416659,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.651022&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/01/2020,82008220,DTN 060 DE 2020,El contratista se obliga a prestar sus servicios profesionales para estudiar y proyectar con calidad y oportunidad Peticiones Quejas y Reclamos  PQRS que le sean asignadas,38170000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1063235&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/01/2021,82001821,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema q,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello.,31999990,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1684005&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/01/2020,83000220,PRESTACION DE SERVICIOS PROFESIONALES s jurídicos para analizar y sustanciar las actuaciones que sean necesarias,"Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias, en los radicados que resuelvan los trámites y que le sean asignados a través del sistema que la entidad disponga para ello.",41799980,DIRECCION TERRITORIAL OCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1043888&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/01/2020,20005720,Prestar los servicios profesionales en la Superintendencia Delegada para Energía y Gas implementando un mecanismo que permita el seguimiento y monitoreo del comportamiento de los agentes que participa,Prestar los servicios profesionales en la Superintendencia Delegada para Energía y Gas implementando un mecanismo que permita el seguimiento y monitoreo del comportamiento de los agentes que participan en los mercados de energía mayorista,98400000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1067769&isFromPublicArea=True&isModal=true&asPopupView=true
Concurso de méritos abierto,13/09/2018,SSPD-CM07-2018,Diseñar y desarrollar un modelo espacial y la geodatabase para la localización y georreferenciación de las zonas no interconectadas (ZNI),"Diseñar y desarrollar un modelo espacial y la geodatabase para la localización y georreferenciación de las zonas no interconectadas (ZNI) y de la cobertura de la oferta de operadores de servicios públicos registrados en el Registro Único de Prestadores de Servicios (RUPS) de la Superservicios,a partir de la información de localización obtenida en el RUPS y demás fuentes de información conexas.",140000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.533501&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,10/01/2020,14000220,"Prestar servicios profesionales a la Oficina de Control Interno de la Superservicios, para la ejecución del Proceso de Seguimiento a la Gestión Institucional, especialmente para la realización de audi","Prestar servicios profesionales a la Oficina de Control Interno de la Superservicios, para la ejecución del Proceso de Seguimiento a la Gestión Institucional, especialmente para la realización de auditorías de gestión, informes de ley, seguimientos y acompañamientos relacionados con asuntos de carácter financiero y contable, así como el ejercicio de los roles de enfoque a la prevención, evaluación a la gestión del riesgo y, evaluación y seguimiento.",32400000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1032505&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,14/09/2020,40022320,"Prestar servicios de apoyo en las actividades derivadas de los procesos de inspección, vigilancia y control de los pequeños prestadores de Acueducto y Alcantarillado","Prestar servicios de apoyo en las actividades derivadas de los procesos de inspección, vigilancia y control de los pequeños prestadores de Acueducto y Alcantarillado",6000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1446991&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/01/2019,053001219,"Prestar servicios profesionales a la Dirección Financiera, específicamente en el grupo de contabilidad para apoyar las distintas actividades de revisión y análisis.","Prestar servicios profesionales a la Dirección Financiera, específicamente en el grupo de contabilidad para apoyar las distintas actividades de revisión y análisis de las operaciones reciprocas, realizar la revisión de las causaciones de los hechos económicos registrados en SIIF NACION II, y la información Exógena Nacional, Distrital y Municipal.",46266661,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.664401&isFromPublicArea=True&isModal=true&asPopupView=true
Mínima cuantía,22/05/2020,SSPD-MC-017-2020,Realizar el mantenimiento preventivo y correctivo de los tableros eléctricos y pararrayos de la Sede Principal de la Superintendencia de Servicios Públicos Domiciliarios en la ciudad de Bogotá.,Realizar el mantenimiento preventivo y correctivo de los tableros eléctricos y pararrayos de la Sede Principal de la Superintendencia de Servicios Públicos Domiciliarios en la ciudad de Bogotá.,34460000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1256471&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,31/01/2019,40005119,"Prestar sus servicios profesionales a la Dirección de Investigaciones de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo para proyectar y revisar  todos los actos administrativos o","Prestar sus servicios profesionales a la Dirección de Investigaciones de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo para proyectar y revisar  todos los actos administrativos o cualquier otro trámite derivado de los procesos de inspección, vigilancia y control",105270000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.704385&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,02/11/2018,016012718,Prestar los servicios de apoyo a la gestión para el soporte a usuarios de la infraestructura tecnológica de la entidad con las actividades de atención en sitio y requerimientos alineados al subproceso,Prestar los servicios de apoyo a la gestión para el soporte a usuarios de la infraestructura tecnológica de la entidad con las actividades de atención en sitio y requerimientos alineados al subproceso de Gestión y Operación de la Infraestructura Tecnológica del Sistema de Gestión de Calidad de la Superservicios.,3684999,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.583443&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,12/08/2020,52011220,"Prestar los servicios profesionales para inscribir y capacitar a nueve (9) funcionarios de la Superintendencia de Servicios Públicos Domiciliarios, en el Taller Virtual Energía Solar Fotovoltaica a Pe","Prestar los servicios profesionales para inscribir y capacitar a nueve (9) funcionarios de la Superintendencia de Servicios Públicos Domiciliarios, en el Taller Virtual Energía Solar Fotovoltaica a Pequeña Escala - Disposiciones Regulatorias y Evaluación Financiera, a realizarse de forma virtual los días 12,13,14,19,20 y 21 de agosto de 2020.",3150000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1385961&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,21/01/2019,82002019,"Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados",Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello en el marco de la gestión de trámites a cargo de la Dirección Territorial Norte.,21736000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.676788&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,01/10/2020,81004020,"Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a tra","Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a través del sistema que la Entidad disponga para ello, en el marco de la gestión de trámites a cargo de la Dirección Territorial.",12514500,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1479773&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,05/02/2021,82001021.,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema q,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello.,33333320,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1736976&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,01/06/2020,12001920,Prestar servicios profesionales a la Oficina Asesora de Planeación en el desarrollo de una estrategia de analítica institucional para el fortalecimiento de la gestión del conocimiento en la Superinten,Prestar servicios profesionales a la Oficina Asesora de Planeación en el desarrollo de una estrategia de analítica institucional para el fortalecimiento de la gestión del conocimiento en la Superintendencia de Servicios Públicos Domiciliarios.,45500000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1274708&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,04/10/2018,052012218,Inscribir a tres (3) funcionarios de la entidad en el seminario internacional Diseño Efectivo Informes de Auditoría Interna a realizarse en Bogotá del 25 y 26 de octubre de 2018,Inscribir a tres (3) funcionarios de la entidad en el seminario internacional Diseño Efectivo Informes de Auditoría Interna a realizarse en Bogotá del 25 y 26 de octubre de 2018,3534300,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.555132&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,06/02/2019,020004819,Prestar los servicios de apoyo a la gestión en la Dirección Técnica de Gestión de Energía realizando informes estadísticos que contribuyan al monitoreo de los prestadores de energía con el fin,"Prestar los servicios de apoyo a la gestión en la Dirección Técnica de Gestión de Energía realizando informes estadísticos que contribuyan al monitoreo de los prestadores de energía con el fin de disponer de información para la toma de decisiones en los procesos de inspección, vigilancia y control",37455638,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.716586&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,02/11/2018,016012018,Prestar los servicios de apoyo a la gestión para el soporte a usuarios de la infraestructura tecnológica de la entidad con las actividades de atención en sitio y requerimientos alineados al subproceso,Prestar los servicios de apoyo a la gestión para el soporte a usuarios de la infraestructura tecnológica de la entidad con las actividades de atención en sitio y requerimientos alineados al subproceso de Gestión y Operación de la Infraestructura Tecnológica del Sistema de Gestión de Calidad de la Superservicios,3684999,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.583545&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,07/03/2019,82003019,Servicio de generación e implementación de agendas de trabajo participativo con la comunidad en el tema de servicios públicos domiciliarios,Servicio de generación e implementación de agendas de trabajo participativo con la comunidad en el tema de servicios públicos domiciliarios,30422080,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.772385&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,15/02/2019,085000319,Contratar los servicios de apoyo en lo relacionado con el proceso de notificación de las actuaciones que se requieran en los diferentes procesos de la entidad,Contratar los servicios de apoyo en lo relacionado con el proceso de notificación de las actuaciones que se requieran en los diferentes procesos de la entidad,26780000,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.736521&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/01/2020,85002720,"Prestar los servicios de Apoyo como Gestor territorial, orientar, recibir y resolver reclamaciones de usuarios, de conformidad con los procedimientos establecidos por la Entidad, remitir oportunamente","Prestar los servicios de Apoyo como Gestor territorial, orientar, recibir y resolver reclamaciones de usuarios, de conformidad con los procedimientos establecidos por la Entidad, remitir oportunamente alertas ciudadanas, reportar diariamente el cumplimiento de los lineamientos del Programa Nacional de Atención al Usuario y apoyar el desarrollo de las actividades de Participación Ciudadana.",36079071,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1042952&isFromPublicArea=True&isModal=true&asPopupView=true
